"","taxa_id","Kingdom","Phylum","Class","Order","Family","Genus","Species","PC1"
"185","0c977f1a4f6c9e37b4bfc7c2c8325504","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,0.011014609726219
"2333","9f4ff7785350b25179ca83af4b459694","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-005",NA,0.0110680349473554
"1319","5d827422f9b86dfc332087615965887a","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-010",NA,0.0110753684881957
"831","38d638d5fb577a505c5d2c9dd64b3bdd","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 1",NA,0.0111133882522943
"235","0fb89bbf24f6cb5333f3cce289e2d1ce","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Subdoligranulum",NA,0.0111331080480662
"3755","febc5a80e230bf8d38ae57e0eab8103b","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-010",NA,0.0111912738871357
"2802","befe66ad359c1b1af4037eabf939b2b0","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA,0.0112641934792966
"1148","4faff754bcf1f6efd1d0933c6d1a11c2","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales",NA,NA,NA,0.0113029811728361
"3509","ee74710828deef13ca87b8c9746aef8b","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-010",NA,0.0113111124593655
"3747","fe3542aaa14899f853496d7ec1be921c","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Intestinibacter",NA,0.0113183810190986
"2350","a0b1a7343ecfeae66d417426b305410a","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA,0.0113378044946111
"3751","fe7036d5ad5f614ecbe538a10f50fdd4","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus 2",NA,0.01133983329708
"3339","e529cff83bebb744d9e5fba3cf60c1dc","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Phascolarctobacterium",NA,0.0113596834307874
"3581","f30edff76c512a54d68bb823ca514649","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,0.0113977621845224
"264","12019576fe37cdf05362461a501f080d","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales",NA,NA,NA,0.0114252499584387
"3140","d6d45e9458bbf14f14049d07113ef177","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales",NA,NA,NA,0.0114508468956068
"152","0a2d6d76b18ab94adbe9c2fb28d4ea02","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales vadinBB60 group",NA,NA,0.0114878981399218
"3456","eb38828c687b3329d91733d9012e6b9b","Bacteria","Firmicutes","Clostridia","Clostridiales","Syntrophomonadaceae",NA,NA,0.0115150657979864
"685","2e38fd614a6f9510b57eb0ea975f45a2","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","[Eubacterium] coprostanoligenes group",NA,0.0115497653185137
"773","3458adcfacc94f053209b80f07aa8b02","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-005",NA,0.0115613878158836
"822","384db02c8bdb915b98d99a744e8c8b99","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Tyzzerella",NA,0.011566805957809
"1951","872170c057639b50b64220402f3b6d68","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA,0.0115764780675607
"1410","63657a88faff0a1d92b777d37dcf34f4","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-010",NA,0.0115908436109897
"353","17b352f039b19e88b9e5cd964b13643f","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","[Eubacterium] coprostanoligenes group","Clostridiales bacterium 42_27",0.0116099684572397
"451","1dfd0e0f8d9c8b98a31b0b048418d29f","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,0.011630342688984
"2274","9c27e8661e5a1dc5a2b1e8f2328bdb45","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-010",NA,0.0116431205615328
"223","0f192b1494026dc79a0a29b0e5a37e05","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus 1",NA,0.0116438376364318
"1382","618f387ea70c7da148c8bcc8550f5939","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae RC9 gut group",NA,0.011656164899002
"1210","544dcb0ec1769ddfb587f357f364c45a","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA,0.0116785138811479
"2515","ac35f355e3ef70b10d0ec98818b65c93","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,0.0116786849067547
"843","3993e27f99eee9ad418d45552a6fc8a0","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,0.0116839097809354
"369","18722ef30349770921be50c33402c797","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-005",NA,0.0116844007602546
"335","167db98e699a700e34fd6792f1d85a1e","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-002",NA,0.0116903902592805
"2424","a58b1e9fb670ab4d8121fede8f55b8f2","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales",NA,NA,NA,0.011765774700087
"3674","f9893c2435ef6be890a23357da32ddfe","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium 6",NA,0.0117957526768006
"11","006d4840e74c56b3835892c4bd4fad3f","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae RC9 gut group",NA,0.0118283170935505
"64","047661680fadc068181fbcaf23a42dba","Bacteria","Kiritimatiellaeota","Kiritimatiellae","WCHB1-41","RFP12",NA,NA,0.0118452257874483
"1988","893e2eedf84d4abf88feab240f1ea637","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae R-7 group",NA,0.0118829770545006
"427","1c529deac7cf032c41e971ae73adea65","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-251-o5",NA,NA,0.0120093571623843
"1389","62410540604a3ea79d588f7691b1c4e8","Bacteria","Firmicutes","Clostridia","Clostridiales","Family XIII","Anaerovorax",NA,0.0120443156512549
"753","3320dce70be020850a3fd85e62f25d00","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae FCS020 group",NA,0.0121192320349902
"367","1869784ad044c19fb03c109703ecb509","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA,0.0121244020295331
"3490","ed2783222d987bb36f79e2e553a65957","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA,0.0121524267614686
"2630","b2be0f0954fc61458b0639042f3597a6","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea",NA,0.0121563590973623
"496","21147518d1bef8197784b93cd3cbd0e2","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,0.0121860415489761
"3630","f6caf6e1cffe0a6e6f354e5cce3b9f0a","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales",NA,NA,NA,0.0121889643915528
"2119","91251fb22d0cfbc8bc20cfe72dc67d2e","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA,0.0122212029038736
"3610","f5179d5cbd9d47de899514bed8579c35","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA,0.012248567082927
"1340","5ee2c9b24dca954cd3b1ff0c8812d6f8","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,0.0123159888114508
"3224","dd6aa76406aabff2ba019a075c3ae9db","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelotrichaceae UCG-003",NA,0.0123174058332366
"3279","e11aac748aa11d63b011938e59f20d1f","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales vadinBB60 group",NA,NA,0.0123286403444556
"1082","4af91e3c619c8b692947cd648cdc142c","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-013",NA,0.012336427009499
"449","1db2a4c5f3da4987377c1348788e9a0d","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,0.0124136189951252
"2410","a4868a06126dc8969b7b096f7e76fcec","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Eubacterium] ventriosum group",NA,0.0124195249835921
"2839","c19ed750263f03f8a4bab9901c66bdc3","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira",NA,0.0124280012808296
"94","06687c41321e0ef1902623baecbf3b19","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,0.0124886730566314
"3256","df6289fcf377f57272507b432b8e585a","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae NK4A214 group",NA,0.0124994241676173
"2154","93a786b62e5b78aea4b841fa9360132a","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA,0.0125134583245275
"1722","76e2e6e1e5aae40b6c9879353cc56912","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-010",NA,0.0125408251580721
"3410","e9043b696ca98fd15d35a697af453895","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","[Eubacterium] coprostanoligenes group",NA,0.0125533381343817
"1594","6ee1d32adda554dcf881a79eea4959d9","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,0.0125746566737443
"1175","51980dcb0cb4ad6d5f48121b21f5f7c4","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales vadinBB60 group",NA,NA,0.0126048227793774
"2331","9f4992e35f74bf35ae03e1568dc50ccd","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1",NA,NA,0.0126276318422647
"1943","85fe18441d1ea48e643a6b7c1a25826e","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,0.0126336529387069
"2112","90cadeaf6b74ad64bcab27b05d132f10","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae NK4A136 group",NA,0.012637171622625
"3377","e75bdcb564dfb1bf395898fff2e73796","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,0.0126581250871397
"876","3bdb17efdf6af30a795cfc4f575bafa9","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-010",NA,0.0126867057502858
"214","0e47a469d94baeb7da549fe87d5e25df","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Intestinimonas",NA,0.0126974859291961
"1141","4ed103d42ed7ac1b6aa2c15143b65fa0","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA,0.0127644754962165
"1889","81e937c45cad9868043f9bbe696b56f4","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales",NA,NA,NA,0.01285945164885
"1122","4d70ada24372941cf7a1783d4e2ed470","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,0.0128623220246854
"2343","a0150a992f433ce0793394cc586eeb37","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae UCG-001",NA,0.0128836880144884
"505","21a5e21d6ff01b98983b3a813d6eb607","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella",NA,0.0128866414065084
"916","3e8f3ad77ef324960dda7078e0c56d2f","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA,0.012943152823276
"2953","c9cdbcd9904f588b5e0a7ee0dc1be119","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales vadinBB60 group",NA,NA,0.0129489096556464
"1485","68f726964045b56ba5e19d7503dd7a3a","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,0.0129542338948121
"2353","a0f2067799248bf751edf14f1a31a129","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae RC9 gut group",NA,0.0129694184032667
"1283","5a9218aed10d5b9f829fb3ba967bfe62","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,0.0130049902234779
"549","24dde3ecba21fdef8c1c264e1099fcb3","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-007",NA,0.0130605166879116
"337","1698d0a13e54d73273c6c247c9740cbb","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Clostridium sensu stricto 1",NA,0.0131743262364129
"1344","5f509a86f51837863e67dbe35c41b997","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,0.0133595563656772
"1256","589d1e4875d6d2a21f3f003d92486985","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Selenomonas 1",NA,0.0133782581274319
"511","21da8eb877147487697854ab5d366041","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,0.0134195062975309
"886","3c9ae637ad3f2484f07224ea79e97415","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium",NA,0.0134261183198671
"3466","eb9b5253ea4754f8f056a21955c40a98","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA,0.013431544859924
"2540","ad567f769f84e14afc78e662af338662","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,0.0134382612848997
"2364","a1c09578baaace38272f16759f39ab9e","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae R-7 group",NA,0.0134841185241789
"2677","b5c0e431f2ecb914438d662b075caa5a","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,0.013579156358933
"1182","522f9827f1edd83227d25a582dea9b2e","Bacteria","Tenericutes","Mollicutes","Mollicutes RF39",NA,NA,NA,0.013581405267371
"320","15c1689702f23dd03628ee1e926980d1","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales",NA,NA,NA,0.0135835070626853
"920","3ebd29f7c9e010c41907c867e9c1b6b1","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae",NA,NA,0.0135905275967555
"929","3f6914efbfc937ef00abf6193f0c5b89","Bacteria","Tenericutes","Mollicutes","Izimaplasmatales",NA,NA,NA,0.0136063382814034
"1910","83c4785ff9d3cf926cfd0d1358f880e9","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae NK4A136 group",NA,0.0136724978586869
"3734","fd3aab8eaa8e9907171446f5373ee3f1","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales",NA,NA,NA,0.0137081006778812
"2386","a2cdfc2182679f4680e8933f33d85e4e","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-002",NA,0.0137441175191767
"1789","7b49b02a0b532a9562b3ac2eaac04591","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae R-7 group",NA,0.0137457953031335
"1640","723449ab9d1e0863e37b6e7fa17d6855","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,0.013845281647572
"2184","95a08103a0b77718020a54d80563c1d9","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,0.0138915352976988
"167","0b4b6aa9d78a175decec145051bb88f9","Bacteria","Tenericutes","Mollicutes","Mollicutes RF39",NA,NA,NA,0.0138941883256111
"839","39743411f1ca84d3196627ee247a5873","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter",NA,0.0139661652435255
"2984","cb84c650ae2704ea3317daacb11e90ff","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","DTU089",NA,0.0139736601206517
"815","37e7c5b443797bf4623f90a98608bd8a","Bacteria","Firmicutes","Clostridia","Clostridiales","Family XIII","Family XIII AD3011 group",NA,0.0139801394582407
"3695","fab7255538cbaded61440a7b0dd6764a","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Anaeroplasma",NA,0.0140339497002028
"2955","ca03f47f52719dfba32313be9d6a23e2","Bacteria","Tenericutes","Mollicutes","Mollicutes RF39",NA,NA,NA,0.0140671719867734
"1193","53144ab5a4b40f6ba98bfbb9854382de","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae",NA,NA,0.0140880245692854
"3652","f84a455f95c854f32712f9b734711e82","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA,0.0141096675720819
"284","131e1a61b5f47d176c2f476f79ee2e84","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales",NA,NA,NA,0.0141885370714881
"364","1833c971b0c58e4edfd67220921f2d8f","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales vadinBB60 group",NA,NA,0.0141939823979512
"862","3b09d30ffd6b0c5e8943ed1f4b986e4c","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","[Eubacterium] coprostanoligenes group",NA,0.0142439606620362
"902","3dbb022f89ef0e45b7c12fb740fed386","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales vadinBB60 group",NA,NA,0.0143479490872421
"2246","9a01d0a0ca6c289457cf3539508c0155","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 1",NA,0.0143669388190008
"2568","aedfdffd5a79dc94c04489fdff93f844","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales vadinBB60 group",NA,NA,0.0143771871572072
"431","1c800018cc3a1b895862feeb7a55a394","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium 6",NA,0.0144549136971124
"2539","ad522e16bc19b7a78c140f5d5446ef84","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus 1",NA,0.0145585525241028
"2684","b5f9b8f29e6e19cfdd5a1bb6287cd1f8","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 9",NA,0.0146336533503541
"1518","6abd4f0fc77447c99c60243e203af72d","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus 1",NA,0.0146608451509333
"686","2e639d7f392e8df33a0bf05142ef46b5","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus 1",NA,0.0147030625286734
"2759","bb65f35b573bfe35895a993712e329c4","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Succinivibrionaceae","Succinivibrio",NA,0.0147150017854876
"2461","a87e72fb2f2bdac44874fcdd0b9ef016","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,0.0147435134227057
"2099","90166470fe7df1a1b35c9680aa4ee1e4","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales vadinBB60 group",NA,NA,0.0147923272339224
"3587","f3bb2c65b3914a72235e9c1abc666644","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae UCG-001",NA,0.014794405081549
"352","1783875d8f80a73d3d3ab3b94b45e091","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella",NA,0.0149126889462011
"3746","fe1399a7e2b449f72ae2b45ffa49eaa5","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae NK4A214 group",NA,0.0149172182515265
"2779","bd0b35703b0d2abbc20fbf59ec9c7843","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,0.0149307000790117
"1146","4f96ec1cecbc30796bd8aeebab391ea1","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,0.0149608858623158
"2095","8feea3de36123763729821b9a664972f","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter",NA,0.0149637329675364
"2242","99aa6c0780328924a9d73a32b4a8718a","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA,0.0149821012687063
"877","3bec783cd67033dced1b65c8766aadc3","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA,0.0149879702131583
"2787","bd6a05c06a5a902dd5f48ac12df1ba6e","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae",NA,NA,0.0150105968783851
"2819","c02b9253be78327083103ea5fb77a4d4","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales vadinBB60 group",NA,NA,0.0150267235674909
"3289","e1f5239846896dcaecf05a982b25a29c","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,0.0150520894890856
"3566","f1ea9cbd08c950098c391f19cf110931","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-013",NA,0.0150866325718499
"987","43a9020f4b369c72cf92cb2db65491b7","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-013",NA,0.0151134597102469
"2589","b0675cd61a42840c6e522b8f9be50745","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA,0.0151177768227848
"1377","61536a673f5a65129694b399ce22082e","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,0.0151336355732607
"2237","990a3d44efa8711b3f0d914b9090174f","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,0.0151830428522377
"3607","f4c7e7b2f65330d857df8c7a1f454436","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,0.0153144587927331
"194","0cf508b89484839327ba12d375892656","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae RC9 gut group",NA,0.0153162881332531
"1549","6c693b813bd798143310a9f5c320e985","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Marvinbryantia",NA,0.0153249015101991
"1568","6d6de434eaeea489d6bf3451282923b9","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 1",NA,0.0153418835848381
"1584","6e39c9d17cad0bb2a7f71a9b1b1da298","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae NK4A136 group",NA,0.0153489544010571
"3038","cefc454ca724da241d829e19e4e3ef16","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-008",NA,0.0153557730019826
"1051","48a85e3dce70d5eccdbb5548591d189e","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA,0.0153689510600578
"2590","b07d863f85aff4d6340da1bf5bef5d13","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales vadinBB60 group",NA,NA,0.0154034752344233
"3051","cfbd6f6768793fa6b597cad5655154e7","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,0.0155729890407834
"314","1595f51b5ddb0efb7202b2984e1ea3e6","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio",NA,0.0156101580782624
"381","19856f2f3c660b17f764c288aa3c8b4c","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae NC2004 group",NA,0.0156348642399329
"3705","fb24e552c2b2338b69b33cd6c8e8389e","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Eubacterium] ruminantium group",NA,0.0156992151124059
"1999","8a276750722e4efe40e80fcbb380b3f7","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Peptococcus",NA,0.0157044120658041
"3048","cfa577fe1d74841890308c43935cbd9a","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA,0.0157211401194539
"3712","fb957db8a4151b398fc07bf1c8eef84d","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,0.01574940692455
"1615","70728df8b169179d45facfa756449b63","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Moryella",NA,0.0158346130554842
"2457","a850610a0f4bc6518ce6d12b1668e593","Bacteria","Firmicutes","Clostridia","Clostridiales","Family XIII","[Eubacterium] nodatum group",NA,0.0159178323225252
"1307","5cb20cfcb7ae7b0bc7f876a7d34992c7","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillibacter",NA,0.0159342731987106
"1620","70c6ed4b97f0b25351d41723a7a35ff7","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema 2","Treponema porcinum",0.0159367705280119
"788","35a3e96dc95178d8a740d6265eb65a19","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 9",NA,0.0160170681272824
"1132","4e0a89c08117ff492da8a62307b6b903","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","[Eubacterium] coprostanoligenes group",NA,0.0160447105476945
"2827","c0ad7959aa274f4dae50c3b576548cd9","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 2",NA,0.0161119113376933
"2175","950fe4bfe448f32bbd87f1d589923961","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-004",NA,0.0161164428258513
"1949","86e5f0e7fe9cd337c0de87f55fbb9ee2","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Clostridium sensu stricto 1",NA,0.0161997364828909
"462","1e992f9f97b975971d20f1f7648e4d31","Bacteria","Firmicutes","Clostridia","Clostridiales","Family XIII","Family XIII AD3011 group",NA,0.0163131261291634
"2911","c701c8da6bfc1579fd93642c48e140a0","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus 1",NA,0.0163703396478572
"2599","b0f5e37cfb455c63569b29147ecf84c3","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae R-7 group",NA,0.0163821843732854
"870","3b96c8a43c864610957e4707376c9d37","Bacteria","Firmicutes","Clostridia","Clostridiales","Family XIII","[Eubacterium] nodatum group",NA,0.016391257055594
"3305","e32db8c82512daef19ddb0b43a32d850","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-013",NA,0.0164625527961772
"3313","e35be28334a3feb7cb514048e39d79d4","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-010",NA,0.0165021071729206
"3467","eba654d0fed8995cf67ec69b4dcc30aa","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,0.0165180300696694
